id,brand_name,japanese_brand_name
1433,IL'ICH , イリイッチ
1434,ILLDOZER JEANS , イルドーザー・ジーンズ
1435,ILLUSTRATED PEOPLE , イラストレイティッドピープル
1436,IMPALA , インパラ
1437,IN4MATION, インフォメーション
1438,INCERTUS , インケルトゥス
1439,INCOTEX , インコテックス
1440,INCOTEX RED , インコテックス・レッド
1441,indepensense by vanana , インデペンセンスバイバナナ
1442,INDEPENDENT , インディペンデント
1443,Indian , インディアン
1444,INDIGO HAND , インディゴハンド
1445,INDIVI , インディヴィ
1446,INDIVIDUALIZED SHIRTS , インディヴィジュアライズドシャツ
1447,INDUSTRIAL CATEGORY , インダストリアルカテゴリー
1448,INED HOMME , イネドオム
1449,Infinity , インフィニティ
1450,Influence , インフルエンス
1451,INGEBORG ,?インゲボルグ
1452,INGNI ,?イング
1453,INHOMEOUT , インホームアウト
1454,INITIUM , イニシウム
1455,inmercanto , インメルカート
1456,Innosent Heart Laboratory (iHL) ,?イノセント・ハート・ラボラトリー
1457,Inpaichthys kerri , インパクティスケリー
1458,INSIGHT , インサイト
1459,in・som・nia , インソムニア
1460,INTELECTION , インテレクション
1461,INTERFACE , インターフェイス
1462,International Gallery BEAMS ,?インターナショナルギャラリービームス
1463,INTERPLANET , インタープラネット
1464,INVERALLAN , インバーアラン
1465,IOSSELLIANI , イオッセリアーニ
1466,IPATH , アイパス
1467,IRIE BERRY , アイリーベリー
1468,IRIE LIFE , アイリーライフ
1469,I★RISH , アイリッシュ
1470,IRO , イロ
1471,irony , アイロニー
1472,Iroquois , イロコイ
1473,ISAAC SELLAM EXPERIENCE , アイザック・セラム・エクスペリエンス
1474,ISABEL MARANT , イザベル・マラン
1475,ISAMUKATAYAMA BACKLASH , イサムカタヤマ・バックラッシュ
1476,ISBIT , アイズビット
1477,ISBIT GUARDIAN , アイズビット・ガーディアン
1478,is-ness , イズネス
1479,Isola D'ischia , イソラディスキア
1480,ISSEY MIYAKE ,?イッセイミヤケ
1481,ISSEY MIYAKE F?TE , イッセイミヤケ・フェット
1482,istante , イスタンテ
1483,ITALIA INDIPENDENT ,?イタリア インディペンデント
1484,itazura , イタズラ
1485,ITSUS , イットスーツ
1486,ITTY BITTY , イッティービッティー
1487,IVANAhelsinki , イヴァナヘルシンキ
1488,IWAYA FOR DRESS33, イワヤ・フォー・ドレスサーティースリー
1489,IWC ,?インターナショナル・ウォッチ・カンパニー
1490,IZREEL , イズリール
1491,jackass , ジャッカス
1492,JACKROSE ,?ジャックローズ
1493,JACOB COHEN , ヤコブ・コーエン
1494,JAEGER ,?イエーガー
1495,Jaeger-LeCoultre ,?ジャガー・ルクルト
1496,JAIN SHAWLS , ジェーン・ショールズ
1497,JAJABOON , ジャジャブーン
1498,Jam , ジャム
1499,James , ジェームス
1500,JAMES COVIELLO , ジェームズ・コヴィエロ
1501,James Jeans , ジェームスジーンズ
1502,JAMES PERSE , ジェームスパース
1503,JAM HOME MADE ,?ジャムホームメイド
1504,Jamin Puech , ジャマンピュエッシュ
1505,Jas M.B. , ジャスエムビー
1506,Jason Wu , ジェイソン ウー
1507,Jassie , ジャッシー
1508,JAYRO , ジャイロ
1509,JAYRO white , ジャイロホワイト
1510,JBS , ジェイビーエス
1511,J&Company , ジェイアンドカンパニー
1512,J.CREW ,?ジェイクルー
1513,JEANASiS ,?ジーナシス
1514,JEAN DIADEM , ジーンディアデム
1515,jean nassaus , ジーンナッソーズ
1516,JEAN COLONNA , ジャン・コロナ
1517,Jean-Louis Scherrer ,?ジャン＝ルイ・シェレル
1518,Jean-Paul GAULTIER ,?ジャン＝ポール・ゴルチエ
1519,JEAN PATOU ,?ジャン・パトゥ
1520,JEAN-PIERRE BRAGANZA , ジャン＝ピエール・ブラガンザ
1521,Jeffrey Campbell , ジェフリーキャンベル
1522,Jel'emets solo , ジェレメッツソロ
1523,JELLY BEANS , ジェリービーンズ
1524,JELLY GARCIA , ジェリーガルシア
1525,JENETIC DENIM , ジェネティック・デニム
1526,JENEVIEVE , ジュヌヴィエーヴ
1527,JEREMY SCOTT , ジェレミースコット
1528,JET LABEL , ジェットレーベル
1529,JET SET , ジェットセット
1530,Jewel Changes , ジュエルチェンジズ
1531,JEWELS , ジュエルズ
1532,Ji. , ヒピハパ
1533,Jidaiya（時代屋） , ジダイヤ
1534,Jieda , ジエダ
1535,JILL STUART ,?ジル・スチュアート
1536,JIL SANDER ,?ジル・サンダー
1537,Ji.maxx , ジェイアイマックス
1538,Jimmy , ジミー
1539,Jimmy Choo ,?ジミー・チュー
1540,JIST ,?ジスト
1541,Jiva , ジーバ
1542,J.LINDEBERG , ジェイリンドバーグ
1543,J.Lo ,?ジェイロー
1544,J.M. WESTON , ジェーエムウエストン
1545,Jocomomola , ホコモモラ
1546,Joelle Gagnard , ジョエル・ガニャール
1547,JOE'S JEANS , ジョーズジーンズ
1548,JOEY HYSTERIC , ジョーイ・ヒステリック
1549,JOGE MARTIN , ジョージマーチン
1550,Johanna ho , ジョアンナ・ホー
1551,JOHNBULL , ジョンブル
1552,John Galliano ,?ジョン・ガリアーノ
1553,JOHN LAWRENCE SULLIVAN , ジョンローレンスサリバン
1554,JOHN LOBB , ジョンロブ
1555,JOHNNY BLAZE , ジョニーブレイズ
1556,JOHNNY KOOL , ジョニークール
1557,JOHNNYSPADE , ジョニースペード
1558,JOHN RIBBE , ジョン・リブ
1559,JOHN RICHMOND , ジョン・リッチモンド
1560,JOHN'S CLOTHING , ジョンズクロージング
1561,John Severson , ジョン・セバーソン
1562,JOHN SMEDLEY , ジョン・スメドレー
1563,JOHNSONS ,?ジョンソンズ
1564,JOHN TULLOCH , ジョン・タロック
1565,JOKER , ジョーカー
1566,Jolly Boutique ,?ジョリーブティック
1567,JONAK , ジョナック
1568,JOOP , ジョープ
1569,JOSEPH EREUIL , ジョセフ・エロール
1570,JOSEPH , ジョセフ
1571,JOTARO SAITO , ジョウタロウ・サイトウ
1572,JOURNAL STANDARD , ジャーナルスタンダード
1573,JOVOVICH HAWK , ジョボヴィッチホーク
1574,JOY RICH , ジョイリッチ
1575,JPS ,?ジェーピーエス
1576,J&R , ジェイアンドアール
1577,J.Sabatino , ジェイサバティーノ
1578,JUCO. , ジュコ
1579,Judy Blame , ジュディーブレーム
1580,JUGMART , ジャグマート
1581,JUICY COUTURE , ジューシークチュール
1582,Juliana Jabour , ジュリアナジャボール
1583,JULIUS , ユリウス
1584,jun ashida ,?ジュンアシダ
1585,JUNCHINO , ジュンキーノ
1586,JUNCLUB , ジュンクラブ
1587,JUNGHANS ,?ユンハンス
1588,junhashimoto , ジュンハシモト
1589,JUNK FOOD , ジャンクフード
1590,JUNKO KOSHINO ,?ジュンコ・コシノ
1591,JUNKO SHIMADA , ジュンコシマダ
1592,JUNMEN ,?ジュンメン
1593,JUNRED , ジュンレッド
1594,JUNYA WATANABE COMME des GAR?ONS , ジュンヤ・ワタナベ・コム・デ・ギャルソン
1595,JUNYA WATANABE COMME des GAR?ONS MAN , ジュンヤ・ワタナベ・コム・デ・ギャルソン・マン
1596,jupiter GOLD LABEL , ジュピター・ゴールドレーベル
1597,JUST CAVALLI , ジャストカヴァリ
1598,JUSTIN DAVIS , ジャスティンデイヴィス
1599,juvenile hall rollcall , ジュヴェナイルホールロールコール
1600,k3, ケースリー
1601,ka::dinsky , カディンスキー
1602,Kaepa ,?ケイパ
1603,Kaenon , ケーノン
1604,Kai Lani , カイ・ラニ
1605,Kaluluwa , カルルワ
1606,KAMISHIMA CHINAMI , カミシマチナミ
1607,KANGOL ,?カンゴール
1608,Kaon , カオン
1609,KAPITAL , キャピタル
1610,Kappa ,?カッパ
1611,Kareless , ケアレス
1612,KAREN WALKER , カレンウォーカー
1613,KariAng , カリアング
1614,KARL KANI ,?カール・カナイ
1615,Karl Helmut ,?カール・ヘルム
1616,KARMA , カルマ
1617,karrimor , カリマー
1618,kartell , カルテル
1619,KASHURA , カシュラ
1620,KASIL , カシル
1621,Kate Ruber , ケイトラバー
1622,kate spade , ケイトスペード
1623,KATHARINE HAMNETT ,?キャサリン・ハムネット
1624,Katie , ケイティ
1625,KAZUTAKA KATOH , カズタカ・カトウ
1626,KAZUYUKI KUMAGAI ATTACHMENT , カズユキクマガイ・アタッチメント
1627,KAZZROCK ORIGINAL , カズロックオリジナル
1628,KBF , ケイビーエフ
1629,K.C.malhan , ケー・シー・マルハン
1630,Keds ,?ケッズ
1631,KEEN ,?キーン
1632,keep , キープ
1633,KEiKA , ケイカ
1634,Keikiii , ケイキィー
1635,KEIKO SUZUKI COLLECTION , ケイコスズキコレクション
1636,KEITA MARUYAMA TOKYO PARIS ,?ケイタ・マルヤマ（丸山敬太）
1637,KEMPEL , ケンペル
1638,KENJI ITO COMME ?A COLLECTION（KENJI ITO COMME CA COLLECTION） , ケンジ・イトウ・コムサ・コレクション
1639,KEN&YUTA , ケンアンドユータ
1640,KENZO ,?ケンゾー
1641,KENZO MINAMI , ケンゾーミナミ
1642,Ketty , ケティ
1643,KEYTH , キース
1644,Khaju SHIPS JET BLUE , カージュシップスジェットブルー
1645,KICKS LAB. , キックスラボ
1646,KIDS , キッズ
1647,KiiTOS , キートス
1648,KIKS TYO , キックスティーワイオー
1649,Kilgour , キルガー
1650,kilke select , キルケ・セレクト
1651,KILLCITY , キルシティ
1652,KILLER TREASURE , キラートレジャー
1653,kiminori morishita , キミノリモリシタ
1654,KIM JONES , キムジョーンズ
1655,Kim songhe , キムソンヘ
1656,Kima Norway , キマノルウェー
1657,KIN , キン
1658,kinetics , キネティックス
1659,KINGLY THEATRE PRODUCTS ,?キングリー・シアタープロダクツ
1660,KING MOB , キングモブ
1661,KING OF DIGGIN' , キングオブディギィン
1662,KINO , キノ
1663,kinoshohampu（木の庄帆布） , キノショウハンプ
1664,KIRALY , キラリー
1665,kiryuyrik , キリュウキリュウ
1666,kitica , キチカ
1667,KITON , キトン
1668,kitson LA ,?キットソン・エルエー
1669,KITSUNE , キツネ
1670,KiU , キウ
1671,KJGREEN JAMAICANSTYLE , ケイジェイグリーン・ジャマイカンスタイル
1672,KKOK , コック
1673,KLARA , クララ
1674,Klim , クライム
1675,K-LIFE , ケーライフ
1676,K.M.P , ケーエムピー
1677,KNACK , ナック
1678,KNAVE , ネイヴ
1679,KNIGHT ERRANT , ナイトエラン
1680,Kno Better , ノーベター
1681,KNOCKOUT , ノックアウト
1682,KNOCKS , ノックス
1683,KNOT , ノット
1684,Knot/not , ノットノット
1685,Koji ARUGA , コウジ・アルガ
1686,KOKOBUKI , ココブキ
1687,Kokon to zai (KTZ) , ココントーザイ
1688,kolor , カラー
1689,KONTORSION , コントーション
1690,Kooba ,?クーバ
1691,KOOS , コース
1692,Kriminal , クリミナル
1693,KRINK , クリンク
1694,KRIS VAN ASSCHE , クリスヴァンアッシュ
1695,KRIZIA ,?クリツィア
1696,KRYPTON , クリプトン
1697,Ksubi , スビ
1698,K-SWISS , ケースイス
1699,Ku Ambiance , クーアンビエンス
1700,KUUMBA , クンバ
1701,KWAK , クワック
1702,Kyoji Maruyama , キョウジマルヤマ
1703,KYOKO HIGA , キョウコ・ヒガ
1704,la Bala , ラ・バーラ
1705,LABEL UNDER CONSTRUCTION , レーベルアンダーコンストラクション
1706,Labrador Retriver , ラブラドール・リトリーバー
1707,LABRAT , ラブラット
1708,L'Agence , ラジャンス
1709,LACOSTE ,?ラコステ
1710,LaCrosse , ラクロス
1711,LAD MUSICIAN?, ラッドミュージシャン
1712,Ladore ships , ラドアシップス
1713,LAGACHE , ラガチェ
1714,LAGUST , ラガス
1715,LAISSE PASSE , レッセ パッセ
1716,Laiza , ライザ
1717,LAKAI LIMITED FOOTWEAR , ラカイ・リミテッド・フットウェア
1718,LA/MOF , ラムフ
1719,Lancel ,?ランセル
1720,LANDSCAPE PRODUCTS , ランドスケーププロダクツ
1721,LANDWARDS , ランドワーズ
1722,Language , ランゲージ
1723,LANVIN ,?ランバン
1724,LANVIN en Bleu , ランバン・オン・ブルー
1725,LAPINE ,?ラピーヌ
1726,LAPIS BEAMS ,?ラピスビームス
1727,Lara Bohinc , ララ・ボーヒンク
1728,Lara & Heart , ララアンドハート
1729,La Redoute ,?ラ・ロドゥット
1730,Laula , ラウラ
1731,LAUNDRY , ランドリー
1732,L'AUTRE CHOSE , ロートレショーズ
1733,LAVENHAM , ラベンハム
1734,LEAK WEAR , リークウェア
1735,L'ECLAIREUR TOKYO ,?レクレルール・トーキョー
1736,le coq sportif ,?ル・コック・スポルティフ
1737,Lee ,?リー
1738,Lee by SAMMLER , リー バイ ザムラー
1739,LEE COLLECTION , リー コレクション
1740,Le・feter , ルフェテ
1741,LE GLAZIK , ル・グラジック
1742,le joli monde , ジョリー・モンド
1743,LE JOUR , ル・ジュール
1744,LEMAIRE , ルメール
1745,LEMAR&DAULEY , レマー＆ダーレー
1746,LEMINOR , ルミノール
1747,Le Minor , ルミノア
1748,LEPSIM LOWRYS FARM , レプシィム・ローリーズファーム
1749,les cinq sens HOMME , サンクセンスオム
1750,LeSportsac ,?レスポートサック
1751,Les Prairies de Paris , レ・プレリー・ド・パリ
1752,Les Six , レ・シス
1753,LESS THAN HUMAN , レスザンヒューマン
1754,LeTIGRE , ル・ティグレ
1755,Let it Ride , レットイットライド
1756,Levi's ,?リーバイス
1757,Lewis Leathers , ルイスレザー
1758,LEXON , レクソン
1759,LEXX MODA , レックスモーダ
1760,LEYTON HOUSE ,?レイトンハウス
1761,LF Stores , エルエフストアース
1762,LHP , エルエイチピー
1763,Libenham , リベンハム
1764,Libera FANTASISTA , リベラ・ファンタジスタ
1765,Liberum arbitrium , リベルムアルビトリウム
1766,LIDFORT , リドフォルト
1767,liflattie ships , リフラッティ・シップス
1768,LIGHCA SELECT , ライカセレクト
1769,Lightning Bolt , ライトニングボルト
1770,ligne roset , リーン・ロゼ
1771,LIL ALMOND , リルアーモンド
1772,LILICROBE , リリクローブ
1773,LILT , リルト
1774,Liliana , リリアーナ
1775,Lily , リリイ
1776,lilytoe , リリィトゥ
1777,LIMI feu ,?リミ・フゥ
1778,LINDA , リンダ
1779,LINGUA FRANCA , リングァフランカ
1780,LIN-KU（輪怐） , リンク
1781,LION HEART , ライオンハート
1782,LIP ,?リップ
1783,LIP SERVICE , リップサービス
1784,"Liquor, woman and tears ", リカーウーマンアンドティアーズ
1785,LISS , リス
1786,listener , リスナー
1787,LISTEN FLAVOR , リッスンフレーバー
1788,LITH , リズ
1789,LITHIUM FEMME , リチウムフェム
1790,LITHIUM HOMME , リチウムオム
1791,little emblem , リトルエンブレム
1792,LIVIANA CONTI , リビアナ・コンティ
1793,LIZ LISA ,?リズリサ
1794,LIVE MECHANICS , ライブメカニクス
1795,L&KONDO , ルコンド
1796,L.L.Bean ,?エルエルビーン
1797,LM ALTIERI , エルエム・アルティエリ
1798,LOBBS , ロブス
1799,LOEWE ,?ロエベ
1800,LOFU , ローフー
1801,Logrom , ログロム
1802,LOLO , ロロ
1803,LONDONSOLE , ロンドンソール
1804,LONGINES ,?ロンジン
1805,LONO , ロノ
1806,LONSDALE , ロンズデール
1807,loomstate , ルームステート
1808,Lopi Fumulau , ロピ フムラウ
1809,Loree Rodkin , ローリーロドキン
1810,LORETO , ロレート
1811,LORINZA , ロリンザ
1812,LORO PIANA , ロロピアーナ
1813,Lost dessau , ロストデッサウ
1814,LOUIS VUITTON ,?ルイ・ヴィトン
1815,LOUNGE LIZARD , ラウンジリザード
1816,LOVEBUZZ , ラブバズ
1817,LOVE COULEUR , ラブクレール
1818,LOVELESS , ラブレス
1819,Love&Peace&Money , ラブアンドピースアンドマネー
1820,LOWRIDER , ローライダー
1821,LOWRYS FARM ,?ローリーズファーム
1822,LRG , エルアールジー
1823,Luciano Lombardi ,?ルチアーノ・ロンバルディ
1824,Lucien Pellat-Finet ,?ルシアン・ペラフィネ
1825,LUCKY13, ラッキーサーティーン
1826,Lucky Brand , ラッキーブランド
1827,LUCKY STORE , ラッキーストア
1828,Luella , ルエラ
1829,LUFT , ルフト
1830,LUGGAGE LABEL ,?ラゲッジ・レーベル
1831,LUGZ , ラグズ
1832,LUIGI BORRELLI ,?ルイジ・ボレッリ
1833,LUMINOX ,?ルミノックス
1834,Luna Plena , ルーナプレーナ
1835,LUST FOR LIFE , ラストフォーライフ
1836,Luxage , ルクサージュ
1837,LUZ , ルース
1838,L'Wren Scott ,?ローレン・スコット
1839,LYLE&SCOTT , ライルアンドスコット
1840,LyricisM , リリシズム
1841,LSF , エルエスエフ
1842,M16, エムシックスティーン
1843,MABITEX , マビテックス
1844,maccheronian , マカロニアン
1845,machiko yanada , マチコヤナダ
1846,MACKDADDY , マックダディ
1847,MACKINTOSH PHILOSOPHY , マッキントッシュ・フィロソフィー
1848,MACKNIGHT , マックナイト
1849,macotton , マコットン
1850,MAD , マッド
1851,Madam Gre , マダム・グレ
1852,MAD DOG ROCKERS , マッドドッグロッカーズ
1853,Made in COLKINIKHA , メイドインコルキニカ
1854,MADE IN MARCHE , メイドインマルケ
1855,MADE IN WORLD , メイドインワールド
1856,Madewell , メイドウェル
1857,MAD FOOT , マッドフット
1858,MADPAGER , マッドペイジャー
1859,MADS NORGAARD , マッツノーガード
1860,Magical Design , マジカルデザイン
1861,MAGICAL MOSH MISFITS , マジカルモッシュミスフィッツ
1862,MAGIC NUMBER , マジック ナンバー
1863,Magic Wash , マジック ウォッシュ
1864,Magine , マージン
1865,MAGIS , マジス
1866,MAGNA MATER , マグナマーテル
1867,magneT , マグネット
1868,Magnetic , マグネティック
1869,Magnum Force , マグナムフォース
1870,MAHARISHI , マハリシ
1871,MAIDEN NOIR , メイデン・ノワール
1872,Maison Martin Margiela ,?メゾン・マルタン・マルジェラ
1873,Maison Michel , メゾンミッシェル
1874,maje , マージュ
1875,Majestic , マジェスティック
1876,MAJESTIC LEGON , マジェスティックレゴン
1877,makapu'u , マカブー
1878,MAKAVELI BRANDED , マキャヴェリ・ブランド
1879,MAKIN JANMA , マキンヤンマ
1880,maktig , マクティグ
1881,MALIPARMI , マリパルミ
1882,MALKOMALKA , マルコマルカ
1883,malo , マーロ
1884,Mambo , マンボ（マンボ・グラフィックス）
1885,MANDARINA DUCK ,?マンダリナ・ダック
1886,MANDO , マンドゥ
1887,Mangrove , マングローブ
1888,Manhattan Portage , マンハッタンポーテージ
1889,Manhattan Passage , マンハッタンパッセージ
1890,manics , マニックッス
1891,MANIK , マニーク
1892,MANKIND , マンカインド
1893,Manolo Blahnik ,?マノロ・ブラニク
1894,Manual Alphabet , マニュアルアルファベット
1895,MANUFACTORY , マニュファクトリー
1896,manydope , メニードープ
1897,MAR , メーア
1898,marble , マーブル
1899,MARBLE & Co. , マーブル・アンド・コー
1900,MARC ECK? FOOTWEAR（MARC ECKO FOOTWEAR） , マーク・エコー・フットウェア
1901,MARC ECK? LEATHER（MARC ECKO LEATHER） , マーク・エコー・レザー
1902,MARC ECK? SCOPES（MARC ECKO SCOPES） , マーク・エコー・スコープス
1903,MARC ECK? WATCHES（MARC ECKO WATCHES） , マーク・エコー・ウォッチズ
1904,marcell , マルセル
1905,marchercher , マーシェルシェ
1906,MARC JACOBS ,?マーク・ジェイコブス
1907,MARC BY MARC JACOBS , マーク・バイ・マーク・ジェイコブス
1908,MARCOMONDE , マルコモンド
1909,MARCO PESCAROLO , マルコ・ペスカローロ
1910,MARCO TAGLIAFERRI , マルコ・タリアフェリ
1911,MarcRico , マルク・リコ
1912,MARGARET HOWELL ,?マーガレット・ハウエル
1913,Maria Bonita Extra , マリアボニータエクストラ
1914,maricaBu active beauties , マリカブ・アクティブ・ビューティーズ
1915,Marie Merci? , マリー・メルシエ
1916,Mariko Kohga , マリコ・コウガ
1917,MARILYN MOON , マリリンムーン
1918,marimekko ,?マリメッコ
1919,MARINI , マリーニ
1920,MARIOS , マリオス
1921,MARIO VALENTINO ,?マリオ・ヴァレンティーノ
1922,MARITHE + FRANCOIS GIRBAUD ,?マリテ+フランソワ・ジルボー
1923,Marjolijn Van den Heuvel , マジョリン・ヴァン・デン・ウーベル
1924,marka , マーカ
1925,MARKAWEAR , マーカウェア
1926,MARK&LONA?,?マークアンドロナ
1927,MARMOT , マーモット
1928,Marmot by whiz , マーモットバイウィズ
1929,MARNI ,?マルニ
1930,MARO , マーロ
1931,M.A.R.S , マーズ
1932,MARSELL , マルセル
1933,Martin , マーティン
1934,MARVELETS , マーヴェレッツ
1935,MASAKI MATSUSHIMA , マサキマツシマ
1936,MASH , マッシュ
1937,MASON'S , メイソンズ
1938,Massimo Dutti , マッシモ・デュッティ
1939,mastermind JAPAN , マスターマインドジャパン
1940,MASTERPIECE , マスターピース
1941,MATERNA , マテルナ
1942,MATERNITY , マタニティー
1943,Matix , マティックス
1944,matohu , マトフ
1945,Matthew Williamson , マテューウィリアムソン
1946,MAURICE LACROIX ,?モーリス・ラクロア
1947,MAURIZIO PECORARO , マウリツィオ・ペコラーロ
1948,MAVERTEAM , マーベルティーム
1949,Max Mara ,?マックスマーラ
1950,MAX&CO ,?マックスアンドコー
1951,max six , マックスシックス
1952,MAYSON GREY , メイソングレー
1953,MAZE , メイズ
1954,M.C.D MACHINE , エムシーディーマシン
1955,McGREGOR , マクレガー
1956,McGREGOR Budge Dragon , マクレガーバッジドラゴン
1957,MCM , エムシーエム
1958,McQ , マックキュー
1959,Mc Sister ,?エムシーシスター
1960,MCW , エムシーダブリュー
1961,MCW STAR , エムシーダブリュースター
1962,me , ミイ
1963,mean , ミーン
1964,MECCA , メッカ
1965,MEDICOM TOY , メディコムトイ
1966,Meissi , メイシ
1967,me jane , ミー・ジェーン
1968,Melanies Masker , メラニーズ・マスカー
1969,melissa , メリッサ
1970,Melthelm ,?メルトヘルム
1971,MENICHETTI , メニケッティー
1972,MEN'S BIGI ,?メンズビギ
1973,MEN'S MELROSE , メンズメルローズ
1974,MEN'S TENORAS , メンズティノラス
1975,MEOSHE , ミオシ
1976,mercenary , マーセナリー
1977,"mercibeaucoup, ",?メルシーボークー
1978,MERCURY DUO , マーキュリーデュオ
1979,MERRELL ,?メレル
1980,MERVEILLE H. , メルベイユ・アッシュ
1981,METROPIA , メトロピア
1982,me you , ミユ
1983,MHI by maharishi , エムエイチアイ・バイ・マハリシ
1984,MICHAEL BASTIAN , マイケル・バスティアン
1985,MICHAEL KORS ,?マイケル・コース
1986,MICHAEL TAPIA , マイケルタピア
1987,MICHEL KLEIN ,?ミッシェルクラン
1988,MICHEL KLEIN HOMME , ミッシェルクランオム
1989,MICHIKO LONDON ,?ミチコ・ロンドン
1990,MICHIKO LONDON JEANS ,?ミチコ・ロンドン・ジーンズ
1991,MICHIYO INABA , ミチヨ・イナバ
1992,MIDO ,?ミドー
1993,MIDWEST , ミッドウエスト
1994,MIFUNE , ミフネ
1995,MIHARA YASUHIRO ,?ミハラヤスヒロ
1996,miina perhonen , ミナペルホネン
1997,Mikako Nakamura , ミカコナカムラ
1998,Mike & Chris , マイクアンドクリス
1999,MIKI FUKAI , ミキフカイ
2000,Miki House ,?ミキハウス
2001,mikia , ミキア
2002,MIKIO SAKABE , ミキオサカベ
2003,MILITANT PACIFIST , ミリタント・パシフィスト
2004,MILK ,?ミルク
2005,MILKBOY , ミルクボーイ
2006,MILKFED. , ミルクフェド
2007,MILLER , ミラー
2008,Milok , ミロック
2009,mimi&roger , ミミアンドロジャー
2010,mina perhonen ,?ミナ・ペルホネン
2011,MIND BLOW , マインドブロウ
2012,mine , マイン
2013,MINI A TURE , ミニアチュア
2014,MINIMUM , ミニマム
2015,minimum minimum , ミニマムミニマム
2016,miniyu , ミニュー
2017,Minnetonka , ミネトンカ
2018,MINOTAUR , ミノトール
2019,min plume , ミンプリュム
2020,min@RNA , ミン・アット・アールエヌエー
2021,mintdesigns ,?ミントデザインズ
2022,mio.y , ミオ
2023,Mila Sch?n ,?ミラ・ショーン
2024,mirabella , ミラベラ
2025,misaharada , ミサハラダ
2026,MISCH MASCH , ミッシュマッシュ
2027,Misericordia , ミサリコーディア
2028,MISHKA , ミシカ
2029,MISS L-FIRE , ミスエルファイア
2030,MISSONI ,?ミッソーニ
2031,MISS SIXTY , ミスシックスティ
2032,MISS WAX , ミスワックス
2033,mistral , ミストラル
2034,mita sneakers , ミタスニーカーズ
2035,MITCHELL & NESS , ミッチェルアンドネス
2036,miu miu ,?ミュウミュウ
2037,miusa , ミューザ
2038,mix sense , ミックスセンス
2039,MIZUNO CREATION , ミズノクリエイション
2040,M&M , エムアンドエム
2041,MM6, エムエムシックス
2042,m&m&m's , エムアンドエムアンドエムズ
2043,MOBSTYLES , モブスタイル
2044,MODE ACOTE , モードアコテ
2045,Mode et Jacomo , モードエジャコモ
2046,Modern Amusement , モダンアミューズメント
2047,MODERN LOVERS , モダンラヴァーズ
2048,MODERN PIRATES , モダンパイレーツ
2049,MofM(man of moods) , マンオブムーズ
2050,MOLD CASE , モールドケース
2051,molfic , モルフィック
2052,mollive , モリーヴ
2053,Molnija（Молния） ,?モルニヤ
2054,Molo Kids , モロキッズ
2055,MOMA , モマ
2056,MONCLER ,?モンクレール
2057,MONCLER Gamme Bleu , モンクレール・ガム・ブルー
2058,MONCLER Gamme Rouge , モンクレール・ガム・ルージュ
2059,monikoto , モニコト
2060,Monkee Genes , モンキージーンズ
2061,monogram , モノグラム
2062,monomania , モノマニア
2063,MONSIEUR NICOLE , ムッシュニコル
2064,montage , モンタージュ
2065,MONTBLANC ,?モンブラン
2066,Mon tsuki , モンツキ
2067,Moonage Devilment , ムーンエイジデビルメント
2068,MOON STONE , ムーンストーン
2069,MORABITO ,?モラビト
2070,MORE FOCUSED SELECT , モアフォーカスドセレクト
2071,MORGAN , モルガン
2072,MORGAN HOMME , モルガンオム
2073,MORPHINE GENERATION , モーフィンジェネレーション
2074,MotorFist , モーターフィスト
2075,MOS , モス
2076,MOSCHINO ,?モスキーノ
2077,MOSSIMO , モッシモ
2078,MOSSLIGHT , モスライト
2079,Motel , モーテル
2080,mother , マザー
2081,MOTIVE , モーティブ
2082,MOTIVE TOUGH , モーティブ・タフ
2083,MOUNTAIN RESEARCH , マウンテンリサーチ
2084,moussy , マウジー
2085,MOUT , マウト
2086,MOVADO ,?モバード
2087,Moynat ,?モワナ
2088,MPS , エムピーエス
2089,Mr.Junko , ミスタージュンコ
2090,Mr.OLIVE , ミスターオリーブ
2091,MR.OLIVE(Eagle Of Independence) , イーグル・オブ・インデペンデンス
2092,MSGR , メッセンジャー
2093,m.soeur , エムスール
2094,MSPC , エムエスピーシー
2095,mt , エムティー
2096,muchacha , ムチャチャ
2097,muchacha nene , ムチャチャ・ネネ
2098,muchacha nino , ムチャチャ・ニーニョ
2099,mudoca , ムドカ
2100,M?hle Glash?tte（Muhle Glashutte） ,?ミューレ・グラスヒュッテ
2101,MUJI（無印良品） , ムジルシリョウヒン
2102,MULBERRY ,?マルベリー
2103,MULTIPLE MARMELADE , マルティプルマーマレード
2104,Munsingwear ,?マンシングウェア
2105,mur mur , マーマー
2106,Murder License , マーダーライセンス
2107,MURUA , ムルーア
2108,museum neu , ミュージアム・ニュー
2109,MVRK , エムブイアールケー
2110,Mykonos工房 , ミコノス工房
2111,M.Y.LABEL , エム・ワイ・レーベル
2112,n゜11, ナンバージュウイチ
2113,N2, エヌドゥ
2114,N4, エヌフォー
2115,n゜ 44, ナンバーヨンジュウヨン
2116,NADA. , ナダ
2117,nai chi chi , ナイチチ
2118,naisia , ナイシア
2119,nakEd bunch , ネイキド・バンチ
2120,nanamica , ナナミカ
2121,nana nadesico , ナデシコ
2122,NANNINI , ナンニーニ
2123,nano・universe , ナノユニバース
2124,nano・universe GROUND FLOOR , ナノユニバース・グランドフロア
2125,NAOKI TAKIZAWA , ナオキタキザワ
2126,NAPATOR , ナパトール
2127,NARACAMICIE ,?ナラカミーチェ
